character,CHAPEL,CHEKOV,COMMANDER,COMPUTER,KIRK,MCCOY,MUDD,SCOTT,SPOCK,SULU,TRELANE,UHURA,total_lines,ep,season,title
SULU,0,0,0,0,0,0,0,0,0,0,0,0,0,78,3,All Our Yesterdays
TRELANE,0,0,0,0,0,0,0,0,0,0,0,0,0,78,3,All Our Yesterdays
UHURA,0,0,0,0,0,0,0,0,0,0,0,0,0,78,3,All Our Yesterdays
CHAPEL,0,0,0,0,0,0,0,0,0,0,0,0,7,79,3,Turnabout Intruder
CHEKOV,0,0,0,0,13,0,0,0,0,5,0,0,9,79,3,Turnabout Intruder
COMMANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,79,3,Turnabout Intruder
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,79,3,Turnabout Intruder
KIRK,0,13,0,0,12,60,0,4,44,8,0,0,112,79,3,Turnabout Intruder
MCCOY,0,0,0,0,60,0,0,15,14,0,0,0,59,79,3,Turnabout Intruder
MUDD,0,0,0,0,0,0,0,0,0,0,0,0,0,79,3,Turnabout Intruder
SCOTT,0,0,0,0,4,15,0,0,4,0,0,0,13,79,3,Turnabout Intruder
SPOCK,0,0,0,0,44,14,0,4,0,2,0,0,47,79,3,Turnabout Intruder
SULU,0,5,0,0,8,0,0,0,2,0,0,0,8,79,3,Turnabout Intruder
TRELANE,0,0,0,0,0,0,0,0,0,0,0,0,0,79,3,Turnabout Intruder
UHURA,0,0,0,0,0,0,0,0,0,0,0,0,0,79,3,Turnabout Intruder
CHAPEL,10,2,0,0,42,94,0,4,61,0,0,12,188,all,-1,-1
CHEKOV,2,10,0,0,375,24,1,44,86,60,0,32,425,all,-1,-1
COMMANDER,0,0,8,0,30,9,0,3,84,0,0,0,116,all,-1,-1
COMPUTER,0,0,0,2,90,2,11,11,71,1,0,0,145,all,-1,-1
KIRK,42,375,30,90,608,1891,133,905,3537,561,153,585,8551,all,-1,-1
MCCOY,94,24,9,2,1891,70,16,171,1162,45,4,49,2468,all,-1,-1
MUDD,0,1,0,11,133,16,10,5,34,0,0,2,150,all,-1,-1
SCOTT,4,44,3,11,905,171,5,24,418,86,0,80,1333,all,-1,-1
SPOCK,61,86,84,71,3537,1162,34,418,170,180,12,198,4270,all,-1,-1
SULU,0,60,0,1,561,45,0,86,180,14,8,55,700,all,-1,-1
TRELANE,0,0,0,0,153,4,0,0,12,8,18,2,120,all,-1,-1
UHURA,12,32,0,0,585,49,2,80,198,55,2,18,669,all,-1,-1
