character,CHAPEL,CHEKOV,COMMANDER,COMPUTER,KIRK,MCCOY,MUDD,SCOTT,SPOCK,SULU,TRELANE,UHURA,total_lines,ep,season,title
MCCOY,0,1,0,0,49,0,0,0,20,0,0,0,45,53,2,The Ultimate Computer
MUDD,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2,The Ultimate Computer
SCOTT,0,0,0,0,13,0,0,0,8,0,0,0,16,53,2,The Ultimate Computer
SPOCK,0,9,0,0,52,20,0,8,4,12,0,4,68,53,2,The Ultimate Computer
SULU,0,12,0,0,13,0,0,0,12,0,0,1,21,53,2,The Ultimate Computer
TRELANE,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2,The Ultimate Computer
UHURA,0,0,0,0,17,0,0,0,4,1,0,0,16,53,2,The Ultimate Computer
CHAPEL,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2,Bread And Circuses
CHEKOV,0,0,0,0,1,0,0,2,0,0,0,0,2,54,2,Bread And Circuses
COMMANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2,Bread And Circuses
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2,Bread And Circuses
KIRK,0,1,0,0,4,13,0,11,13,0,0,1,73,54,2,Bread And Circuses
MCCOY,0,0,0,0,13,0,0,0,32,0,0,0,32,54,2,Bread And Circuses
MUDD,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2,Bread And Circuses
SCOTT,0,2,0,0,11,0,0,0,0,0,0,0,10,54,2,Bread And Circuses
SPOCK,0,0,0,0,13,32,0,0,2,0,0,1,34,54,2,Bread And Circuses
SULU,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2,Bread And Circuses
TRELANE,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2,Bread And Circuses
UHURA,0,0,0,0,1,0,0,0,1,0,0,0,1,54,2,Bread And Circuses
CHAPEL,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2,Assignment: Earth
CHEKOV,0,0,0,0,0,0,0,1,0,2,0,1,2,55,2,Assignment: Earth
COMMANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2,Assignment: Earth
COMPUTER,0,0,0,2,5,0,0,1,4,0,0,0,40,55,2,Assignment: Earth
KIRK,0,0,0,5,2,4,0,8,23,0,0,2,55,55,2,Assignment: Earth
MCCOY,0,0,0,0,4,4,0,0,0,0,0,0,7,55,2,Assignment: Earth
MUDD,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2,Assignment: Earth
SCOTT,0,1,0,1,8,0,0,4,3,0,0,1,17,55,2,Assignment: Earth
SPOCK,0,0,0,4,23,0,0,3,0,0,0,0,23,55,2,Assignment: Earth
SULU,0,2,0,0,0,0,0,0,0,0,0,0,1,55,2,Assignment: Earth
TRELANE,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2,Assignment: Earth
UHURA,0,1,0,0,2,0,0,1,0,0,0,0,4,55,2,Assignment: Earth
CHAPEL,0,0,0,0,2,2,0,0,0,0,0,0,2,56,3,Spock's Brain
CHEKOV,0,0,0,0,45,0,0,1,0,3,0,1,26,56,3,Spock's Brain
COMMANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,56,3,Spock's Brain
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,56,3,Spock's Brain
KIRK,2,45,0,0,18,66,0,38,35,10,0,18,169,56,3,Spock's Brain
MCCOY,2,0,0,0,66,2,0,8,32,0,0,0,65,56,3,Spock's Brain
MUDD,0,0,0,0,0,0,0,0,0,0,0,0,0,56,3,Spock's Brain
SCOTT,0,1,0,0,38,8,0,0,5,0,0,0,32,56,3,Spock's Brain
SPOCK,0,0,0,0,35,32,0,5,2,0,0,0,40,56,3,Spock's Brain
SULU,0,3,0,0,10,0,0,0,0,0,0,2,9,56,3,Spock's Brain
TRELANE,0,0,0,0,0,0,0,0,0,0,0,0,0,56,3,Spock's Brain
UHURA,0,1,0,0,18,0,0,0,0,2,0,0,11,56,3,Spock's Brain
CHAPEL,0,0,0,0,3,8,0,0,0,0,0,0,6,57,3,The Enterprise Incident
CHEKOV,0,0,0,0,9,0,0,0,0,2,0,1,7,57,3,The Enterprise Incident
COMMANDER,0,0,8,0,30,9,0,3,84,0,0,0,83,57,3,The Enterprise Incident
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,57,3,The Enterprise Incident
KIRK,3,9,30,0,4,19,0,25,27,8,0,17,92,57,3,The Enterprise Incident
MCCOY,8,0,9,0,19,0,0,3,8,1,0,1,33,57,3,The Enterprise Incident
MUDD,0,0,0,0,0,0,0,0,0,0,0,0,0,57,3,The Enterprise Incident
SCOTT,0,0,3,0,25,3,0,0,2,0,0,6,30,57,3,The Enterprise Incident
SPOCK,0,0,84,0,27,8,0,2,0,2,0,2,69,57,3,The Enterprise Incident
SULU,0,2,0,0,8,1,0,0,2,0,0,1,8,57,3,The Enterprise Incident
TRELANE,0,0,0,0,0,0,0,0,0,0,0,0,0,57,3,The Enterprise Incident
UHURA,0,1,0,0,17,1,0,6,2,1,0,0,19,57,3,The Enterprise Incident
CHAPEL,0,0,0,0,0,1,0,0,0,0,0,0,1,58,3,The Paradise Syndrome
CHEKOV,0,0,0,0,1,0,0,0,11,3,0,0,9,58,3,The Paradise Syndrome
COMMANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,58,3,The Paradise Syndrome
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,58,3,The Paradise Syndrome
KIRK,0,1,0,0,8,4,0,2,28,0,0,0,68,58,3,The Paradise Syndrome
MCCOY,1,0,0,0,4,0,0,0,56,0,0,0,33,58,3,The Paradise Syndrome
MUDD,0,0,0,0,0,0,0,0,0,0,0,0,0,58,3,The Paradise Syndrome
SCOTT,0,0,0,0,2,0,0,0,15,1,0,0,16,58,3,The Paradise Syndrome
SPOCK,0,11,0,0,28,56,0,15,2,13,0,0,73,58,3,The Paradise Syndrome
SULU,0,3,0,0,0,0,0,1,13,0,0,0,10,58,3,The Paradise Syndrome
TRELANE,0,0,0,0,0,0,0,0,0,0,0,0,0,58,3,The Paradise Syndrome
UHURA,0,0,0,0,0,0,0,0,0,0,0,0,0,58,3,The Paradise Syndrome
CHAPEL,0,0,0,0,3,0,0,0,0,0,0,0,11,59,3,And The Children Shall Lead
CHEKOV,0,0,0,0,12,0,0,0,0,0,0,0,7,59,3,And The Children Shall Lead
COMMANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,59,3,And The Children Shall Lead
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,59,3,And The Children Shall Lead
KIRK,3,12,0,0,18,30,0,4,72,11,0,7,131,59,3,And The Children Shall Lead
MCCOY,0,0,0,0,30,0,0,0,1,1,0,0,17,59,3,And The Children Shall Lead
MUDD,0,0,0,0,0,0,0,0,0,0,0,0,0,59,3,And The Children Shall Lead
SCOTT,0,0,0,0,4,0,0,0,0,0,0,0,9,59,3,And The Children Shall Lead
SPOCK,0,0,0,0,72,1,0,0,0,0,0,1,42,59,3,And The Children Shall Lead
SULU,0,0,0,0,11,1,0,0,0,2,0,0,10,59,3,And The Children Shall Lead
TRELANE,0,0,0,0,0,0,0,0,0,0,0,0,0,59,3,And The Children Shall Lead
UHURA,0,0,0,0,7,0,0,0,1,0,0,0,5,59,3,And The Children Shall Lead
CHAPEL,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3,Is There In Truth No Beauty?
CHEKOV,0,0,0,0,2,0,0,0,5,1,0,0,4,60,3,Is There In Truth No Beauty?
COMMANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3,Is There In Truth No Beauty?
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3,Is There In Truth No Beauty?
KIRK,0,2,0,0,8,36,0,8,44,5,0,6,113,60,3,Is There In Truth No Beauty?
MCCOY,0,0,0,0,36,0,0,0,11,0,0,0,33,60,3,Is There In Truth No Beauty?
MUDD,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3,Is There In Truth No Beauty?
SCOTT,0,0,0,0,8,0,0,0,0,0,0,0,8,60,3,Is There In Truth No Beauty?
SPOCK,0,5,0,0,44,11,0,0,4,2,0,1,55,60,3,Is There In Truth No Beauty?
SULU,0,1,0,0,5,0,0,0,2,0,0,1,5,60,3,Is There In Truth No Beauty?
TRELANE,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3,Is There In Truth No Beauty?
UHURA,0,0,0,0,6,0,0,0,1,1,0,0,4,60,3,Is There In Truth No Beauty?
CHAPEL,0,0,0,0,0,0,0,0,0,0,0,0,0,61,3,Spectre Of The Gun
CHEKOV,0,0,0,0,24,3,0,2,4,0,0,0,29,61,3,Spectre Of The Gun
COMMANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,61,3,Spectre Of The Gun
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,61,3,Spectre Of The Gun
KIRK,0,24,0,0,6,30,0,14,80,0,0,2,120,61,3,Spectre Of The Gun
MCCOY,0,3,0,0,30,0,0,14,38,0,0,0,50,61,3,Spectre Of The Gun
MUDD,0,0,0,0,0,0,0,0,0,0,0,0,0,61,3,Spectre Of The Gun
SCOTT,0,2,0,0,14,14,0,0,6,0,0,0,20,61,3,Spectre Of The Gun
SPOCK,0,4,0,0,80,38,0,6,6,0,0,0,74,61,3,Spectre Of The Gun
SULU,0,0,0,0,0,0,0,0,0,0,0,0,0,61,3,Spectre Of The Gun
TRELANE,0,0,0,0,0,0,0,0,0,0,0,0,0,61,3,Spectre Of The Gun
UHURA,0,0,0,0,2,0,0,0,0,0,0,0,1,61,3,Spectre Of The Gun
CHAPEL,0,0,0,0,0,0,0,0,0,0,0,0,0,62,3,The Day Of The Dove
CHEKOV,0,0,0,0,12,2,0,0,1,2,0,0,11,62,3,The Day Of The Dove
COMMANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,62,3,The Day Of The Dove
COMPUTER,0,0,0,0,1,0,0,0,3,0,0,0,2,62,3,The Day Of The Dove
KIRK,0,12,0,1,14,12,0,36,54,20,0,15,132,62,3,The Day Of The Dove
MCCOY,0,2,0,0,12,0,0,0,9,0,0,1,15,62,3,The Day Of The Dove
MUDD,0,0,0,0,0,0,0,0,0,0,0,0,0,62,3,The Day Of The Dove
SCOTT,0,0,0,0,36,0,0,0,10,3,0,0,35,62,3,The Day Of The Dove
SPOCK,0,1,0,3,54,9,0,10,2,0,0,0,51,62,3,The Day Of The Dove
SULU,0,2,0,0,20,0,0,3,0,0,0,0,17,62,3,The Day Of The Dove
TRELANE,0,0,0,0,0,0,0,0,0,0,0,0,0,62,3,The Day Of The Dove
UHURA,0,0,0,0,15,1,0,0,0,0,0,0,9,62,3,The Day Of The Dove
CHAPEL,0,0,0,0,2,2,0,0,1,0,0,0,4,63,3,For The World Is Hollow And
CHEKOV,0,0,0,0,1,0,0,0,3,0,0,0,2,63,3,For The World Is Hollow And
COMMANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,63,3,For The World Is Hollow And
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,63,3,For The World Is Hollow And
KIRK,2,1,0,0,10,48,0,9,67,0,0,4,107,63,3,For The World Is Hollow And
MCCOY,2,0,0,0,48,4,0,0,12,0,0,0,79,63,3,For The World Is Hollow And
MUDD,0,0,0,0,0,0,0,0,0,0,0,0,0,63,3,For The World Is Hollow And
SCOTT,0,0,0,0,9,0,0,0,2,0,0,0,6,63,3,For The World Is Hollow And
SPOCK,1,3,0,0,67,12,0,2,0,0,0,0,49,63,3,For The World Is Hollow And
SULU,0,0,0,0,0,0,0,0,0,0,0,0,0,63,3,For The World Is Hollow And
TRELANE,0,0,0,0,0,0,0,0,0,0,0,0,0,63,3,For The World Is Hollow And
UHURA,0,0,0,0,4,0,0,0,0,0,0,0,2,63,3,For The World Is Hollow And
CHAPEL,0,0,0,0,0,11,0,0,0,0,0,0,7,64,3,The Tholian Web
CHEKOV,0,0,0,0,3,0,0,3,19,3,0,4,20,64,3,The Tholian Web
COMMANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,64,3,The Tholian Web
COMPUTER,0,0,0,0,0,0,0,1,2,0,0,0,2,64,3,The Tholian Web
KIRK,0,3,0,0,2,12,0,9,23,4,0,1,37,64,3,The Tholian Web
MCCOY,11,0,0,0,12,4,0,11,69,3,0,19,83,64,3,The Tholian Web
MUDD,0,0,0,0,0,0,0,0,0,0,0,0,0,64,3,The Tholian Web
SCOTT,0,3,0,1,9,11,0,0,33,4,0,1,51,64,3,The Tholian Web
SPOCK,0,19,0,2,23,69,0,33,8,22,0,17,120,64,3,The Tholian Web
SULU,0,3,0,0,4,3,0,4,22,0,0,6,23,64,3,The Tholian Web
TRELANE,0,0,0,0,0,0,0,0,0,0,0,0,0,64,3,The Tholian Web
UHURA,0,4,0,0,1,19,0,1,17,6,0,0,28,64,3,The Tholian Web
CHAPEL,0,0,0,0,1,0,0,0,4,0,0,2,5,65,3,Plato's Stepchildren
CHEKOV,0,0,0,0,0,0,0,0,0,0,0,0,0,65,3,Plato's Stepchildren
COMMANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,65,3,Plato's Stepchildren
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,65,3,Plato's Stepchildren
KIRK,1,0,0,0,10,31,0,8,27,0,0,4,96,65,3,Plato's Stepchildren
MCCOY,0,0,0,0,31,0,0,0,13,0,0,0,40,65,3,Plato's Stepchildren
MUDD,0,0,0,0,0,0,0,0,0,0,0,0,0,65,3,Plato's Stepchildren
SCOTT,0,0,0,0,8,0,0,0,0,0,0,0,16,65,3,Plato's Stepchildren
SPOCK,4,0,0,0,27,13,0,0,0,0,0,0,36,65,3,Plato's Stepchildren
SULU,0,0,0,0,0,0,0,0,0,0,0,0,0,65,3,Plato's Stepchildren
TRELANE,0,0,0,0,0,0,0,0,0,0,0,0,0,65,3,Plato's Stepchildren
UHURA,2,0,0,0,4,0,0,0,0,0,0,0,4,65,3,Plato's Stepchildren
CHAPEL,0,0,0,0,3,2,0,0,1,0,0,0,3,66,3,Wink Of An Eye
CHEKOV,0,0,0,0,0,0,0,0,0,0,0,0,0,66,3,Wink Of An Eye
COMMANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,66,3,Wink Of An Eye
COMPUTER,0,0,0,0,1,0,0,0,13,0,0,0,7,66,3,Wink Of An Eye
KIRK,3,0,0,1,12,25,0,13,34,7,0,18,130,66,3,Wink Of An Eye
MCCOY,2,0,0,0,25,2,0,0,10,0,0,0,22,66,3,Wink Of An Eye
MUDD,0,0,0,0,0,0,0,0,0,0,0,0,0,66,3,Wink Of An Eye
SCOTT,0,0,0,0,13,0,0,0,9,1,0,1,12,66,3,Wink Of An Eye
SPOCK,1,0,0,13,34,10,0,9,0,3,0,6,44,66,3,Wink Of An Eye
SULU,0,0,0,0,7,0,0,1,3,0,0,2,7,66,3,Wink Of An Eye
TRELANE,0,0,0,0,0,0,0,0,0,0,0,0,0,66,3,Wink Of An Eye
UHURA,0,0,0,0,18,0,0,1,6,2,0,0,15,66,3,Wink Of An Eye
CHAPEL,0,0,0,0,0,0,0,0,0,0,0,0,0,67,3,The Empath
CHEKOV,0,0,0,0,0,0,0,0,0,0,0,0,0,67,3,The Empath
COMMANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,67,3,The Empath
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,67,3,The Empath
KIRK,0,0,0,0,22,56,0,12,83,1,0,0,118,67,3,The Empath
MCCOY,0,0,0,0,56,6,0,1,36,0,0,0,55,67,3,The Empath
MUDD,0,0,0,0,0,0,0,0,0,0,0,0,0,67,3,The Empath
SCOTT,0,0,0,0,12,1,0,0,1,4,0,0,14,67,3,The Empath
SPOCK,0,0,0,0,83,36,0,1,2,0,0,0,68,67,3,The Empath
SULU,0,0,0,0,1,0,0,4,0,0,0,0,3,67,3,The Empath
TRELANE,0,0,0,0,0,0,0,0,0,0,0,0,0,67,3,The Empath
UHURA,0,0,0,0,0,0,0,0,0,0,0,0,0,67,3,The Empath
CHAPEL,0,0,0,0,0,1,0,0,0,0,0,1,2,68,3,Elaan of Troyius
CHEKOV,0,0,0,0,5,0,0,0,1,4,0,0,5,68,3,Elaan of Troyius
COMMANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,68,3,Elaan of Troyius
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,68,3,Elaan of Troyius
KIRK,0,5,0,0,12,8,0,21,33,27,0,18,147,68,3,Elaan of Troyius
MCCOY,1,0,0,0,8,2,0,1,8,1,0,1,17,68,3,Elaan of Troyius
MUDD,0,0,0,0,0,0,0,0,0,0,0,0,0,68,3,Elaan of Troyius
SCOTT,0,0,0,0,21,1,0,0,5,5,0,0,28,68,3,Elaan of Troyius
SPOCK,0,1,0,0,33,8,0,5,2,5,0,6,36,68,3,Elaan of Troyius
SULU,0,4,0,0,27,1,0,5,5,0,0,0,22,68,3,Elaan of Troyius
TRELANE,0,0,0,0,0,0,0,0,0,0,0,0,0,68,3,Elaan of Troyius
UHURA,1,0,0,0,18,1,0,0,6,0,0,2,15,68,3,Elaan of Troyius
CHAPEL,0,0,0,0,0,0,0,0,0,0,0,0,0,69,3,Whom Gods Destroy
CHEKOV,0,0,0,0,0,0,0,0,0,0,0,0,0,69,3,Whom Gods Destroy
COMMANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,69,3,Whom Gods Destroy
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,69,3,Whom Gods Destroy
KIRK,0,0,0,0,4,1,0,5,24,0,0,1,91,69,3,Whom Gods Destroy
MCCOY,0,0,0,0,1,0,0,10,0,3,0,1,10,69,3,Whom Gods Destroy
MUDD,0,0,0,0,0,0,0,0,0,0,0,0,0,69,3,Whom Gods Destroy
SCOTT,0,0,0,0,5,10,0,0,10,14,0,7,28,69,3,Whom Gods Destroy
SPOCK,0,0,0,0,24,0,0,10,6,0,0,0,35,69,3,Whom Gods Destroy
SULU,0,0,0,0,0,3,0,14,0,0,0,1,10,69,3,Whom Gods Destroy
TRELANE,0,0,0,0,0,0,0,0,0,0,0,0,0,69,3,Whom Gods Destroy
UHURA,0,0,0,0,1,1,0,7,0,1,0,0,5,69,3,Whom Gods Destroy
CHAPEL,0,0,0,0,0,1,0,0,1,0,0,0,1,70,3,Let That Be Your Last
CHEKOV,0,0,0,0,23,0,0,5,5,6,0,1,22,70,3,Let That Be Your Last
COMMANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,70,3,Let That Be Your Last
COMPUTER,0,0,0,0,14,0,0,1,2,0,0,0,9,70,3,Let That Be Your Last
KIRK,0,23,0,14,12,9,0,22,38,20,0,27,151,70,3,Let That Be Your Last
MCCOY,1,0,0,0,9,0,0,0,5,0,0,0,8,70,3,Let That Be Your Last
MUDD,0,0,0,0,0,0,0,0,0,0,0,0,0,70,3,Let That Be Your Last
SCOTT,0,5,0,1,22,0,0,2,5,4,0,3,25,70,3,Let That Be Your Last
SPOCK,1,5,0,2,38,5,0,5,0,4,0,7,45,70,3,Let That Be Your Last
SULU,0,6,0,0,20,0,0,4,4,0,0,1,20,70,3,Let That Be Your Last
TRELANE,0,0,0,0,0,0,0,0,0,0,0,0,0,70,3,Let That Be Your Last
UHURA,0,1,0,0,27,0,0,3,7,1,0,0,21,70,3,Let That Be Your Last
CHAPEL,0,0,0,0,0,0,0,0,0,0,0,0,0,71,3,The Mark Of Gideon
CHEKOV,0,0,0,0,0,0,0,0,3,0,0,1,2,71,3,The Mark Of Gideon
COMMANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,71,3,The Mark Of Gideon
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,71,3,The Mark Of Gideon
KIRK,0,0,0,0,2,0,0,0,7,0,0,0,100,71,3,The Mark Of Gideon
MCCOY,0,0,0,0,0,0,0,2,19,1,0,1,18,71,3,The Mark Of Gideon
MUDD,0,0,0,0,0,0,0,0,0,0,0,0,0,71,3,The Mark Of Gideon
SCOTT,0,0,0,0,0,2,0,2,15,0,0,1,17,71,3,The Mark Of Gideon
SPOCK,0,3,0,0,7,19,0,15,4,3,0,24,62,71,3,The Mark Of Gideon
SULU,0,0,0,0,0,1,0,0,3,0,0,1,3,71,3,The Mark Of Gideon
TRELANE,0,0,0,0,0,0,0,0,0,0,0,0,0,71,3,The Mark Of Gideon
UHURA,0,1,0,0,0,1,0,1,24,1,0,0,17,71,3,The Mark Of Gideon
CHAPEL,0,0,0,0,0,0,0,0,0,0,0,0,0,72,3,That Which Survives
CHEKOV,0,0,0,0,0,0,0,0,0,0,0,0,0,72,3,That Which Survives
COMMANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,72,3,That Which Survives
COMPUTER,0,0,0,0,0,0,0,0,8,0,0,0,5,72,3,That Which Survives
KIRK,0,0,0,0,8,57,0,0,12,39,0,0,89,72,3,That Which Survives
MCCOY,0,0,0,0,57,2,0,0,2,15,0,0,41,72,3,That Which Survives
MUDD,0,0,0,0,0,0,0,0,0,0,0,0,0,72,3,That Which Survives
SCOTT,0,0,0,0,0,0,0,4,58,0,0,2,61,72,3,That Which Survives
SPOCK,0,0,0,8,12,2,0,58,0,0,0,17,90,72,3,That Which Survives
SULU,0,0,0,0,39,15,0,0,0,2,0,0,37,72,3,That Which Survives
TRELANE,0,0,0,0,0,0,0,0,0,0,0,0,0,72,3,That Which Survives
UHURA,0,0,0,0,0,0,0,2,17,0,0,0,13,72,3,That Which Survives
CHAPEL,0,0,0,0,0,2,0,1,0,0,0,0,4,73,3,The Lights Of Zetar
CHEKOV,0,0,0,0,10,0,0,0,1,4,0,2,9,73,3,The Lights Of Zetar
COMMANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,73,3,The Lights Of Zetar
COMPUTER,0,0,0,0,0,0,0,0,2,0,0,0,1,73,3,The Lights Of Zetar
KIRK,0,10,0,0,12,50,0,42,62,50,0,8,156,73,3,The Lights Of Zetar
MCCOY,2,0,0,0,50,0,0,12,17,0,0,0,52,73,3,The Lights Of Zetar
MUDD,0,0,0,0,0,0,0,0,0,0,0,0,0,73,3,The Lights Of Zetar
SCOTT,1,0,0,0,42,12,0,2,3,2,0,1,56,73,3,The Lights Of Zetar
SPOCK,0,1,0,2,62,17,0,3,0,4,0,2,49,73,3,The Lights Of Zetar
SULU,0,4,0,0,50,0,0,2,4,0,0,1,38,73,3,The Lights Of Zetar
TRELANE,0,0,0,0,0,0,0,0,0,0,0,0,0,73,3,The Lights Of Zetar
UHURA,0,2,0,0,8,0,0,1,2,1,0,0,7,73,3,The Lights Of Zetar
CHAPEL,0,0,0,0,0,0,0,0,0,0,0,0,0,74,3,Requiem For Methuselah
CHEKOV,0,0,0,0,0,0,0,0,0,0,0,0,0,74,3,Requiem For Methuselah
COMMANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,74,3,Requiem For Methuselah
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,74,3,Requiem For Methuselah
KIRK,0,0,0,0,12,20,0,11,38,0,0,4,89,74,3,Requiem For Methuselah
MCCOY,0,0,0,0,20,0,0,0,25,0,0,0,37,74,3,Requiem For Methuselah
MUDD,0,0,0,0,0,0,0,0,0,0,0,0,0,74,3,Requiem For Methuselah
SCOTT,0,0,0,0,11,0,0,0,0,0,0,0,7,74,3,Requiem For Methuselah
SPOCK,0,0,0,0,38,25,0,0,0,0,0,0,50,74,3,Requiem For Methuselah
SULU,0,0,0,0,0,0,0,0,0,0,0,0,0,74,3,Requiem For Methuselah
TRELANE,0,0,0,0,0,0,0,0,0,0,0,0,0,74,3,Requiem For Methuselah
UHURA,0,0,0,0,4,0,0,0,0,0,0,0,3,74,3,Requiem For Methuselah
CHAPEL,0,1,0,0,1,0,0,0,0,0,0,0,2,75,3,The Way To Eden
CHEKOV,1,2,0,0,19,1,0,0,2,0,0,0,39,75,3,The Way To Eden
COMMANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,75,3,The Way To Eden
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,75,3,The Way To Eden
KIRK,1,19,0,0,12,21,0,9,39,9,0,0,89,75,3,The Way To Eden
MCCOY,0,1,0,0,21,0,0,0,3,0,0,0,20,75,3,The Way To Eden
MUDD,0,0,0,0,0,0,0,0,0,0,0,0,0,75,3,The Way To Eden
SCOTT,0,0,0,0,9,0,0,0,2,1,0,0,11,75,3,The Way To Eden
SPOCK,0,2,0,0,39,3,0,2,2,0,0,0,49,75,3,The Way To Eden
SULU,0,0,0,0,9,0,0,1,0,0,0,0,8,75,3,The Way To Eden
TRELANE,0,0,0,0,0,0,0,0,0,0,0,0,0,75,3,The Way To Eden
UHURA,0,0,0,0,0,0,0,0,0,0,0,0,0,75,3,The Way To Eden
CHAPEL,0,0,0,0,0,0,0,0,0,0,0,0,0,76,3,The Cloud Minders
CHEKOV,0,0,0,0,0,0,0,0,0,0,0,0,0,76,3,The Cloud Minders
COMMANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,76,3,The Cloud Minders
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,76,3,The Cloud Minders
KIRK,0,0,0,0,4,19,0,7,32,0,0,5,111,76,3,The Cloud Minders
MCCOY,0,0,0,0,19,0,0,0,6,0,0,0,13,76,3,The Cloud Minders
MUDD,0,0,0,0,0,0,0,0,0,0,0,0,0,76,3,The Cloud Minders
SCOTT,0,0,0,0,7,0,0,0,25,0,0,0,21,76,3,The Cloud Minders
SPOCK,0,0,0,0,32,6,0,25,0,0,0,0,67,76,3,The Cloud Minders
SULU,0,0,0,0,0,0,0,0,0,0,0,0,0,76,3,The Cloud Minders
TRELANE,0,0,0,0,0,0,0,0,0,0,0,0,0,76,3,The Cloud Minders
UHURA,0,0,0,0,5,0,0,0,0,0,0,0,3,76,3,The Cloud Minders
CHAPEL,0,0,0,0,0,0,0,0,0,0,0,0,0,77,3,The Savage Curtain
CHEKOV,0,0,0,0,3,4,0,2,0,0,0,0,5,77,3,The Savage Curtain
COMMANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,77,3,The Savage Curtain
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,77,3,The Savage Curtain
KIRK,0,3,0,0,4,7,0,18,40,5,0,9,100,77,3,The Savage Curtain
MCCOY,0,4,0,0,7,0,0,16,7,0,0,0,21,77,3,The Savage Curtain
MUDD,0,0,0,0,0,0,0,0,0,0,0,0,0,77,3,The Savage Curtain
SCOTT,0,2,0,0,18,16,0,0,3,2,0,4,34,77,3,The Savage Curtain
SPOCK,0,0,0,0,40,7,0,3,0,0,0,0,36,77,3,The Savage Curtain
SULU,0,0,0,0,5,0,0,2,0,0,0,2,7,77,3,The Savage Curtain
TRELANE,0,0,0,0,0,0,0,0,0,0,0,0,0,77,3,The Savage Curtain
UHURA,0,0,0,0,9,0,0,4,0,2,0,0,11,77,3,The Savage Curtain
CHAPEL,0,0,0,0,0,0,0,0,0,0,0,0,0,78,3,All Our Yesterdays
CHEKOV,0,0,0,0,0,0,0,0,0,0,0,0,0,78,3,All Our Yesterdays
COMMANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,78,3,All Our Yesterdays
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,78,3,All Our Yesterdays
KIRK,0,0,0,0,2,6,0,15,17,0,0,0,88,78,3,All Our Yesterdays
MCCOY,0,0,0,0,6,4,0,0,65,0,0,0,56,78,3,All Our Yesterdays
MUDD,0,0,0,0,0,0,0,0,0,0,0,0,0,78,3,All Our Yesterdays
SCOTT,0,0,0,0,15,0,0,0,0,0,0,0,8,78,3,All Our Yesterdays
SPOCK,0,0,0,0,17,65,0,0,2,0,0,0,82,78,3,All Our Yesterdays
