,ALEXANDER,BARCLAY,COMPUTER,CRUSHER,DATA,GUINAN,K'EHLEYR,LAFORGE,LWAXANA,O'BRIEN,PICARD,PULASKI,Q,RIKER,RO,TASHA,TROI,VASH,WESLEY,WORF,lines,ep,season,title
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2,Peak Performance
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2,Peak Performance
LAFORGE,0,0,0,0,2,0,0,0,0,0,0,3,0,36,0,0,2,0,11,4,35,45,2,Peak Performance
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2,Peak Performance
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2,Peak Performance
PICARD,0,0,0,0,21,0,0,0,0,0,8,6,0,11,0,0,1,0,0,2,68,45,2,Peak Performance
PULASKI,0,0,0,0,21,0,0,3,0,0,6,0,0,3,0,0,3,0,0,0,23,45,2,Peak Performance
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2,Peak Performance
RIKER,0,0,0,0,4,0,0,36,0,0,11,3,0,0,0,0,0,0,13,27,62,45,2,Peak Performance
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2,Peak Performance
TASHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2,Peak Performance
TROI,0,0,0,0,30,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0,19,45,2,Peak Performance
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2,Peak Performance
WESLEY,0,0,0,0,2,0,0,11,0,0,0,0,0,13,0,0,0,0,0,2,22,45,2,Peak Performance
WORF,0,0,0,0,8,0,0,4,0,0,2,0,0,27,0,0,0,0,2,0,29,45,2,Peak Performance
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2,Shades of Gray
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2,Shades of Gray
COMPUTER,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,3,46,2,Shades of Gray
CRUSHER,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,46,2,Shades of Gray
DATA,0,0,0,0,2,0,0,21,0,0,10,0,0,22,0,0,0,0,0,0,31,46,2,Shades of Gray
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1,0,11,46,2,Shades of Gray
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2,Shades of Gray
LAFORGE,0,0,0,0,21,0,0,2,0,2,2,2,0,2,0,0,0,0,0,0,20,46,2,Shades of Gray
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2,Shades of Gray
O'BRIEN,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,8,46,2,Shades of Gray
PICARD,0,0,2,1,10,0,0,2,0,0,2,23,0,19,0,2,0,0,0,1,38,46,2,Shades of Gray
PULASKI,0,0,0,0,0,0,0,2,0,7,23,2,0,17,0,0,42,0,0,0,57,46,2,Shades of Gray
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2,Shades of Gray
RIKER,0,0,2,0,22,20,0,2,0,0,19,17,0,0,0,0,25,0,4,0,88,46,2,Shades of Gray
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2,Shades of Gray
TASHA,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,46,2,Shades of Gray
TROI,0,0,0,0,0,0,0,0,0,0,0,42,0,25,0,0,0,0,0,0,37,46,2,Shades of Gray
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2,Shades of Gray
WESLEY,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,46,2,Shades of Gray
WORF,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,46,2,Shades of Gray
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,3,Evolution
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,3,Evolution
COMPUTER,0,0,0,4,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,5,47,3,Evolution
CRUSHER,0,0,4,0,5,13,0,0,0,0,17,0,0,1,0,0,0,0,19,0,38,47,3,Evolution
DATA,0,0,2,5,4,0,0,0,0,0,33,0,0,8,0,0,1,0,1,5,37,47,3,Evolution
GUINAN,0,0,0,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,47,3,Evolution
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,3,Evolution
LAFORGE,0,0,1,0,0,0,0,0,0,0,7,0,0,8,0,0,0,0,2,2,16,47,3,Evolution
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,3,Evolution
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,3,Evolution
PICARD,0,0,2,17,33,0,0,7,0,0,4,0,0,17,0,0,3,0,4,8,68,47,3,Evolution
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,3,Evolution
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,3,Evolution
RIKER,0,0,0,1,8,0,0,8,0,0,17,0,0,0,0,0,0,0,5,5,28,47,3,Evolution
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,3,Evolution
TASHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,3,Evolution
TROI,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,47,3,Evolution
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,3,Evolution
WESLEY,0,0,0,19,1,16,0,2,0,0,4,0,0,5,0,0,0,0,0,0,38,47,3,Evolution
WORF,0,0,0,0,5,0,0,2,0,0,8,0,0,5,0,0,0,0,0,0,11,47,3,Evolution
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3,The Ensigns of Command
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3,The Ensigns of Command
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3,The Ensigns of Command
CRUSHER,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,2,48,3,The Ensigns of Command
DATA,0,0,0,0,4,0,0,0,0,0,19,0,0,7,0,0,0,0,0,3,80,48,3,The Ensigns of Command
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3,The Ensigns of Command
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3,The Ensigns of Command
LAFORGE,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,1,0,7,48,3,The Ensigns of Command
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3,The Ensigns of Command
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3,The Ensigns of Command
PICARD,0,0,0,1,19,0,0,8,0,0,4,0,0,29,0,0,11,0,1,19,62,48,3,The Ensigns of Command
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3,The Ensigns of Command
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3,The Ensigns of Command
RIKER,0,0,0,3,7,0,0,3,0,0,29,0,0,0,0,0,2,0,0,4,33,48,3,The Ensigns of Command
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3,The Ensigns of Command
TASHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3,The Ensigns of Command
TROI,0,0,0,0,0,0,0,0,0,0,11,0,0,2,0,0,0,0,0,0,8,48,3,The Ensigns of Command
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3,The Ensigns of Command
WESLEY,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,48,3,The Ensigns of Command
WORF,0,0,0,0,3,0,0,0,0,0,19,0,0,4,0,0,0,0,0,0,16,48,3,The Ensigns of Command
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,3,The Survivors
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,3,The Survivors
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,3,The Survivors
CRUSHER,0,0,0,2,2,0,0,1,0,0,17,0,0,5,0,0,10,0,0,0,25,49,3,The Survivors
DATA,0,0,0,2,0,0,0,1,0,0,17,0,0,13,0,0,2,0,2,2,21,49,3,The Survivors
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,3,The Survivors
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,3,The Survivors
LAFORGE,0,0,0,1,1,0,0,2,0,0,4,0,0,3,0,0,0,0,0,1,8,49,3,The Survivors
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,3,The Survivors
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,3,The Survivors
PICARD,0,0,0,17,17,0,0,4,0,0,4,0,0,33,0,0,19,0,10,29,110,49,3,The Survivors
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,3,The Survivors
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,3,The Survivors
RIKER,0,0,0,5,13,0,0,3,0,0,33,0,0,2,0,0,1,0,5,11,54,49,3,The Survivors
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,3,The Survivors
TASHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,3,The Survivors
TROI,0,0,0,10,2,0,0,0,0,0,19,0,0,1,0,0,2,0,0,1,19,49,3,The Survivors
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,3,The Survivors
WESLEY,0,0,0,0,2,0,0,0,0,0,10,0,0,5,0,0,0,0,0,0,9,49,3,The Survivors
WORF,0,0,0,0,2,0,0,1,0,0,29,0,0,11,0,0,1,0,0,2,28,49,3,The Survivors
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3,Who Watches The Watchers
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3,Who Watches The Watchers
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3,Who Watches The Watchers
CRUSHER,0,0,0,4,3,0,0,0,0,0,10,0,0,2,0,0,1,0,0,0,16,50,3,Who Watches The Watchers
DATA,0,0,0,3,0,0,0,0,0,0,8,0,0,9,0,0,4,0,0,0,15,50,3,Who Watches The Watchers
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3,Who Watches The Watchers
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3,Who Watches The Watchers
LAFORGE,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,50,3,Who Watches The Watchers
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3,Who Watches The Watchers
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3,Who Watches The Watchers
PICARD,0,0,0,10,8,0,0,3,0,0,4,0,0,9,0,0,3,0,0,10,82,50,3,Who Watches The Watchers
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3,Who Watches The Watchers
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3,Who Watches The Watchers
RIKER,0,0,0,2,9,0,0,3,0,0,9,0,0,0,0,0,8,0,0,0,32,50,3,Who Watches The Watchers
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3,Who Watches The Watchers
TASHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3,Who Watches The Watchers
TROI,0,0,0,1,4,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,19,50,3,Who Watches The Watchers
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3,Who Watches The Watchers
WESLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3,Who Watches The Watchers
WORF,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,50,3,Who Watches The Watchers
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,The Bonding
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,The Bonding
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,The Bonding
CRUSHER,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12,0,9,51,3,The Bonding
DATA,0,0,0,0,0,0,0,4,0,0,8,0,0,15,0,0,4,0,0,0,17,51,3,The Bonding
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,The Bonding
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,The Bonding
LAFORGE,0,0,0,0,4,0,0,0,0,0,6,0,0,7,0,0,1,0,0,0,15,51,3,The Bonding
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,The Bonding
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,3,The Bonding
PICARD,0,0,0,1,8,0,0,6,0,0,0,0,0,10,0,0,35,0,13,11,71,51,3,The Bonding
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,The Bonding
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,The Bonding
RIKER,0,0,0,1,15,0,0,7,0,0,10,0,0,0,0,0,5,0,8,2,28,51,3,The Bonding
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,The Bonding
TASHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,The Bonding
TROI,0,0,0,0,4,0,0,1,0,0,35,0,0,5,0,0,0,0,5,17,51,51,3,The Bonding
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,The Bonding
WESLEY,0,0,0,12,0,0,0,0,0,0,13,0,0,8,0,0,5,0,0,0,20,51,3,The Bonding
WORF,0,0,0,0,0,0,0,0,0,0,11,0,0,2,0,0,17,0,0,0,32,51,3,The Bonding
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,3,Booby Trap
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,3,Booby Trap
COMPUTER,0,0,0,0,0,0,0,36,0,0,3,0,0,3,0,0,0,0,0,0,23,52,3,Booby Trap
CRUSHER,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,4,52,3,Booby Trap
DATA,0,0,0,0,0,0,0,3,0,1,26,0,0,24,0,0,1,0,8,8,39,52,3,Booby Trap
GUINAN,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,12,52,3,Booby Trap
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,3,Booby Trap
LAFORGE,0,0,36,0,3,23,0,8,0,0,25,0,0,11,0,0,0,0,0,2,108,52,3,Booby Trap
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,3,Booby Trap
O'BRIEN,0,0,0,0,1,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,52,3,Booby Trap
PICARD,0,0,3,5,26,0,0,25,0,3,0,0,0,34,0,0,1,0,7,19,75,52,3,Booby Trap
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,3,Booby Trap
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,3,Booby Trap
RIKER,0,0,3,2,24,0,0,11,0,4,34,0,0,0,0,0,0,0,7,6,52,52,3,Booby Trap
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,3,Booby Trap
TASHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,3,Booby Trap
TROI,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,52,3,Booby Trap
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,3,Booby Trap
WESLEY,0,0,0,0,8,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,12,52,3,Booby Trap
WORF,0,0,0,0,8,0,0,2,0,0,19,0,0,6,0,0,0,0,0,0,18,52,3,Booby Trap
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,3,The Enemy
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,3,The Enemy
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,3,The Enemy
CRUSHER,0,0,0,0,0,0,0,0,0,1,13,0,0,8,0,0,0,0,0,14,24,53,3,The Enemy
DATA,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,3,2,9,53,3,The Enemy
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,3,The Enemy
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,3,The Enemy
LAFORGE,0,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,0,0,0,0,51,53,3,The Enemy
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,3,The Enemy
O'BRIEN,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,53,3,The Enemy
PICARD,0,0,0,13,7,0,0,3,0,0,8,0,0,14,0,0,1,0,3,21,38,53,3,The Enemy
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,3,The Enemy
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,3,The Enemy
RIKER,0,0,0,8,3,0,0,1,0,3,14,0,0,0,0,0,1,0,3,15,31,53,3,The Enemy
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,3,The Enemy
TASHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,3,The Enemy
TROI,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,53,3,The Enemy
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,3,The Enemy
WESLEY,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,1,5,53,3,The Enemy
WORF,0,0,0,14,2,0,0,0,0,0,21,0,0,15,0,0,0,0,1,2,31,53,3,The Enemy
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,3,The Price
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,3,The Price
COMPUTER,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,1,5,54,3,The Price
CRUSHER,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,8,54,3,The Price
DATA,0,0,0,0,0,0,0,14,0,0,8,0,0,2,0,0,0,0,1,0,18,54,3,The Price
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,3,The Price
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,3,The Price
LAFORGE,0,0,0,0,14,0,0,2,0,0,6,0,0,0,0,0,0,0,1,0,25,54,3,The Price
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,3,The Price
O'BRIEN,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,54,3,The Price
PICARD,0,0,1,3,8,0,0,6,0,1,4,0,0,11,0,0,7,0,0,7,44,54,3,The Price
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,3,The Price
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,3,The Price
RIKER,0,0,0,0,2,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,30,54,3,The Price
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,3,The Price
TASHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,3,The Price
TROI,0,0,7,8,0,0,0,0,0,0,7,0,0,1,0,0,0,0,1,0,62,54,3,The Price
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,3,The Price
WESLEY,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3,54,3,The Price
WORF,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,7,54,3,The Price
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,3,The Vengeance Factor
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,3,The Vengeance Factor
COMPUTER,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55,3,The Vengeance Factor
CRUSHER,0,0,1,0,2,0,0,0,0,0,3,0,0,27,0,0,0,0,0,0,19,55,3,The Vengeance Factor
DATA,0,0,1,2,0,0,0,1,0,0,3,0,0,19,0,0,0,0,3,1,16,55,3,The Vengeance Factor
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,3,The Vengeance Factor
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,3,The Vengeance Factor
LAFORGE,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,55,3,The Vengeance Factor
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,3,The Vengeance Factor
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,3,The Vengeance Factor
PICARD,0,0,0,3,3,0,0,0,0,0,2,0,0,13,0,0,1,0,2,12,48,55,3,The Vengeance Factor
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,3,The Vengeance Factor
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,3,The Vengeance Factor
RIKER,0,0,0,27,19,0,0,2,0,0,13,0,0,6,0,0,3,0,0,5,87,55,3,The Vengeance Factor
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,3,The Vengeance Factor
TASHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,3,The Vengeance Factor
TROI,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,5,55,3,The Vengeance Factor
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,3,The Vengeance Factor
WESLEY,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,55,3,The Vengeance Factor
WORF,0,0,0,0,1,0,0,0,0,0,12,0,0,5,0,0,0,0,0,0,10,55,3,The Vengeance Factor
ALEXANDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,3,The Defector
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,3,The Defector
COMPUTER,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,56,3,The Defector
CRUSHER,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,5,56,3,The Defector
DATA,0,0,1,1,2,0,0,20,0,0,39,0,0,15,0,0,0,0,0,2,58,56,3,The Defector
GUINAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,3,The Defector
K'EHLEYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,3,The Defector
LAFORGE,0,0,0,1,20,0,0,0,0,0,10,0,0,2,0,0,0,0,0,2,23,56,3,The Defector
LWAXANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,3,The Defector
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,3,The Defector
PICARD,0,0,5,2,39,0,0,10,0,0,8,0,0,23,0,0,0,0,0,24,79,56,3,The Defector
PULASKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,3,The Defector
Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,3,The Defector
RIKER,0,0,0,1,15,0,0,2,0,0,23,0,0,0,0,0,0,0,0,10,47,56,3,The Defector
RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,3,The Defector
TASHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,3,The Defector
TROI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,56,3,The Defector
VASH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,3,The Defector
WESLEY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,3,The Defector
WORF,0,0,0,0,2,0,0,2,0,0,24,0,0,10,0,0,0,0,0,4,26,56,3,The Defector
